,Unnamed: 0,location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft
7346,7412,Devanahalli,3 BHK,1700.0,3.0,0.0,88.2,3,5188.235294117647
7347,7413,other,2 BHK,1475.0,2.0,1.0,70.0,2,4745.762711864407
7348,7414,BTM 2nd Stage,2 BHK,1265.0,2.0,2.0,55.0,2,4347.826086956522
7349,7415,Anandapura,2 Bedroom,1200.0,2.0,0.0,58.0,2,4833.333333333333
7350,7416,1st Phase JP Nagar,3 BHK,2180.0,3.0,2.0,210.0,3,9633.02752293578
7351,7417,Brookefield,2 BHK,1080.0,2.0,3.0,50.0,2,4629.62962962963
7352,7418,Whitefield,3 BHK,2023.0,4.0,2.0,130.0,3,6426.099851705388
7353,7419,other,2 BHK,2400.0,2.0,3.0,125.0,2,5208.333333333333
7354,7420,Kadubeesanahalli,3 BHK,1545.0,2.0,2.0,66.0,3,4271.844660194175
7355,7421,Kalena Agrahara,3 BHK,1804.0,3.0,2.0,166.0,3,9201.773835920178
7356,7422,other,2 Bedroom,1200.0,2.0,1.0,200.0,2,16666.666666666668
7357,7423,6th Phase JP Nagar,3 BHK,1350.0,2.0,2.0,58.0,3,4296.2962962962965
7358,7424,Hoodi,2 BHK,1108.0,2.0,1.0,74.23,2,6699.458483754513
7359,7425,Marathahalli,3 BHK,1730.0,3.0,2.0,115.0,3,6647.398843930636
7360,7426,other,3 BHK,1427.0,2.0,3.0,70.0,3,4905.395935529082
7361,7427,Yelahanka,2 BHK,935.0,2.0,1.0,35.53,2,3800.0
7362,7428,Sarjapura - Attibele Road,2 BHK,1073.0,2.0,2.0,31.77,2,2960.857409133271
7363,7429,Ananth Nagar,2 BHK,960.0,2.0,3.0,37.0,2,3854.1666666666665
7364,7430,Thigalarapalya,3 BHK,2215.0,4.0,2.0,150.0,3,6772.009029345372
7365,7431,Electronic City Phase II,2 BHK,1125.0,2.0,1.0,32.49,2,2888.0
7366,7432,Brookefield,2 BHK,1230.0,2.0,3.0,55.0,2,4471.544715447155
7367,7433,Mahadevpura,2 BHK,1438.0,2.0,2.0,89.0,2,6189.151599443671
7368,7434,7th Phase JP Nagar,2 BHK,1080.0,2.0,2.0,75.0,2,6944.444444444444
7369,7435,Hebbal Kempapura,3 Bedroom,1200.0,3.0,2.0,125.0,3,10416.666666666666
7370,7436,Marathahalli,2 Bedroom,1200.0,1.0,1.0,103.0,2,8583.333333333334
7371,7437,Uttarahalli,3 BHK,1590.0,3.0,2.0,58.0,3,3647.7987421383646
7372,7438,other,3 BHK,1350.0,3.0,2.0,68.0,3,5037.037037037037
7373,7439,Raja Rajeshwari Nagar,3 BHK,1400.0,2.0,2.0,48.0,3,3428.5714285714284
7374,7440,Kaggadasapura,3 BHK,1560.0,2.0,3.0,72.0,3,4615.384615384615
7375,7441,Mallasandra,4 BHK,1810.0,3.0,2.0,57.0,4,3149.171270718232
7376,7442,other,3 BHK,2274.24,4.0,1.0,160.0,3,7035.317292809907
7377,7443,Sonnenahalli,3 BHK,1484.0,3.0,1.0,74.18,3,4998.652291105122
7378,7444,Indira Nagar,3 BHK,1650.0,3.0,3.0,220.0,3,13333.333333333334
7379,7445,other,3 BHK,1455.0,2.0,2.0,55.0,3,3780.0687285223366
7380,7446,Thanisandra,3 BHK,2280.0,4.0,2.0,184.0,3,8070.175438596491
7381,7447,other,5 BHK,4900.0,5.0,2.0,980.0,5,20000.0
7382,7448,Frazer Town,3 BHK,2079.0,3.0,3.0,220.0,3,10582.010582010582
7383,7449,Bharathi Nagar,2 BHK,1351.0,2.0,2.0,74.0,2,5477.424130273871
7384,7450,Kanakpura Road,3 BHK,1223.0,2.0,2.0,42.81,3,3500.408830744072
7385,7451,KR Puram,3 BHK,1430.0,2.0,1.0,61.0,3,4265.734265734266
7386,7452,Whitefield,4 Bedroom,3589.0,5.0,0.0,400.0,4,11145.165784341041
7387,7453,Electronic City Phase II,3 BHK,1310.0,2.0,2.0,37.83,3,2887.7862595419847
7388,7454,Channasandra,4 Bedroom,1800.0,4.0,1.0,300.0,4,16666.666666666668
7389,7455,Giri Nagar,4 Bedroom,1120.0,4.0,2.0,175.0,4,15625.0
7390,7456,Sarjapur  Road,2 BHK,984.0,2.0,1.0,55.0,2,5589.430894308943
7391,7457,Jalahalli,3 BHK,1770.0,3.0,3.0,100.0,3,5649.717514124294
7392,7458,other,2 Bedroom,900.0,3.0,1.0,105.0,2,11666.666666666666
7393,7459,Ramamurthy Nagar,5 Bedroom,1350.0,5.0,1.0,120.0,5,8888.888888888889
7394,7460,Bhoganhalli,2 BHK,1447.0,2.0,1.0,75.97,2,5250.172771250864
7395,7461,Margondanahalli,2 Bedroom,1140.0,2.0,1.0,60.0,2,5263.1578947368425
7396,7462,Bommanahalli,2 BHK,1170.0,2.0,3.0,34.0,2,2905.982905982906
7397,7463,Poorna Pragna Layout,2 BHK,1160.0,2.0,2.0,46.39,2,3999.137931034483
7398,7464,Kanakpura Road,2 BHK,1296.0,2.0,1.0,89.0,2,6867.283950617284
7399,7465,other,3 BHK,1570.0,3.0,2.0,80.0,3,5095.541401273886
7400,7466,other,3 BHK,1495.0,2.0,2.0,65.0,3,4347.826086956522
7401,7467,Hoodi,3 BHK,1530.0,2.0,2.0,67.0,3,4379.084967320261
7402,7468,Rajaji Nagar,5 Bedroom,900.0,4.0,0.0,140.0,5,15555.555555555555
7403,7469,Gunjur,3 BHK,1800.0,3.0,1.0,70.0,3,3888.8888888888887
7404,7470,Bellandur,2 BHK,1088.0,2.0,2.0,48.0,2,4411.764705882353
7405,7471,Hosa Road,3 BHK,1533.0,3.0,1.0,98.18,3,6404.4357469015
7406,7472,Rachenahalli,2 BHK,1100.0,2.0,1.0,68.0,2,6181.818181818182
7407,7473,Thubarahalli,3 BHK,1540.0,3.0,3.0,90.0,3,5844.1558441558445
7408,7474,Hebbal,2 BHK,1244.0,3.0,2.0,48.0,2,3858.520900321543
7409,7475,Hosa Road,2 BHK,1040.0,2.0,1.0,68.59,2,6595.192307692308
7410,7476,other,6 BHK,1034.0,6.0,2.0,101.0,6,9767.891682785299
7411,7477,Begur Road,2 BHK,1260.0,2.0,1.0,39.69,2,3150.0
7412,7478,Uttarahalli,2 BHK,1180.0,2.0,1.0,41.3,2,3499.9999999999995
7413,7479,Thigalarapalya,2 BHK,1245.0,2.0,2.0,100.0,2,8032.128514056225
7414,7480,other,3 BHK,1350.0,3.0,0.0,75.0,3,5555.555555555556
7415,7481,other,3 BHK,1464.0,3.0,2.0,56.0,3,3825.136612021858
7416,7482,other,1 BHK,470.0,2.0,1.0,10.0,1,2127.659574468085
7417,7483,Vijayanagar,2 BHK,920.0,2.0,2.0,60.0,2,6521.739130434783
7418,7484,other,6 Bedroom,2300.0,7.0,0.0,160.0,6,6956.521739130435
7419,7485,Sarjapur,2 BHK,1124.0,2.0,1.0,30.35,2,2700.1779359430607
7420,7486,Yelahanka New Town,4 BHK,2095.0,3.0,1.0,109.0,4,5202.863961813842
7421,7487,Begur Road,2 BHK,1100.0,2.0,1.0,71.42,2,6492.727272727273
7422,7488,Vijayanagar,2 BHK,1019.0,2.0,1.0,58.0,2,5691.854759568204
7423,7489,Harlur,3 BHK,1756.0,3.0,2.0,128.0,3,7289.293849658315
7424,7490,Bommasandra,3 BHK,1280.0,3.0,1.0,50.0,3,3906.25
7425,7491,Kenchenahalli,4 Bedroom,1200.0,3.0,2.0,125.0,4,10416.666666666666
7426,7492,Indira Nagar,3 BHK,1700.0,3.0,2.0,150.0,3,8823.529411764706
7427,7493,Whitefield,3 BHK,2134.0,4.0,2.0,118.0,3,5529.522024367385
7428,7494,Hosa Road,2 BHK,1369.1,2.0,1.0,98.0,2,7157.986998758309
7429,7495,Subramanyapura,3 Bedroom,600.0,3.0,1.0,69.0,3,11500.0
7430,7496,other,3 Bedroom,1313.0,4.0,2.0,150.0,3,11424.219345011425
7431,7497,other,3 BHK,2515.0,4.0,3.0,155.0,3,6163.021868787277
7432,7498,Thigalarapalya,3 BHK,2215.0,4.0,2.0,154.0,3,6952.5959367945825
7433,7499,other,3 BHK,1440.0,3.0,2.0,72.0,3,5000.0
7434,7500,Hennur Road,3 BHK,1186.0,2.0,2.0,55.33,3,4665.2613827993255
7435,7501,Uttarahalli,3 BHK,1350.0,2.0,2.0,47.24,3,3499.259259259259
7436,7502,Hebbal,3 BHK,1800.0,3.0,2.0,140.0,3,7777.777777777777
7437,7503,Kudlu,3 BHK,1600.0,3.0,3.0,79.0,3,4937.5
7438,7504,GM Palaya,2 BHK,1000.0,2.0,1.0,35.0,2,3500.0
7439,7505,Cunningham Road,3 BHK,2275.0,3.0,3.0,285.0,3,12527.472527472528
7440,7506,Banashankari Stage III,3 BHK,1305.0,2.0,1.0,59.0,3,4521.072796934866
7441,7507,Binny Pete,3 BHK,1740.0,3.0,1.0,150.0,3,8620.689655172413
7442,7508,Malleshwaram,2 BHK,900.0,2.0,1.0,90.0,2,10000.0
7443,7509,Benson Town,2 BHK,1567.0,3.0,0.0,140.0,2,8934.269304403319
7444,7510,Kambipura,3 BHK,1082.0,2.0,1.0,45.5,3,4205.1756007393715
7445,7511,Nagarbhavi,2 BHK,1050.0,2.0,1.0,80.0,2,7619.047619047619
7446,7512,other,2 BHK,1200.0,2.0,1.0,56.0,2,4666.666666666667
7447,7513,Begur,3 Bedroom,3500.0,4.0,2.0,185.0,3,5285.714285714285
7448,7514,Dasarahalli,2 BHK,1220.0,2.0,2.0,52.0,2,4262.295081967213
7449,7515,Binny Pete,3 BHK,1970.0,3.0,2.0,164.0,3,8324.873096446701
7450,7516,other,3 BHK,2665.0,3.0,1.0,350.0,3,13133.208255159474
7451,7517,Kanakapura,4 BHK,2130.0,4.0,0.0,120.0,4,5633.802816901409
7452,7518,Harlur,3 BHK,1749.0,3.0,2.0,120.0,3,6861.06346483705
7453,7519,Subramanyapura,2 BHK,1260.0,2.0,1.0,108.0,2,8571.42857142857
7454,7520,Doddaballapur,3 BHK,11840.29,2.0,1.0,48.0,3,405.39547595540307
7455,7521,6th Phase JP Nagar,2 BHK,1170.0,2.0,2.0,120.0,2,10256.410256410256
7456,7522,other,3 BHK,1670.0,3.0,2.0,75.0,3,4491.017964071856
7457,7523,Hennur Road,3 BHK,2264.0,3.0,2.0,168.0,3,7420.494699646643
7458,7524,other,4 BHK,3500.0,5.0,2.0,450.0,4,12857.142857142857
7459,7525,Begur,2 BHK,1100.0,2.0,2.0,55.0,2,5000.0
7460,7526,Chandapura,2 BHK,674.0,1.0,1.0,19.9,2,2952.522255192878
7461,7527,Koramangala,2 BHK,1320.0,2.0,1.0,160.0,2,12121.212121212122
7462,7528,Vishveshwarya Layout,4 Bedroom,600.0,4.0,2.0,85.0,4,14166.666666666666
7463,7529,Electronics City Phase 1,2 BHK,1125.0,2.0,2.0,65.0,2,5777.777777777777
7464,7530,Nagavara,2 BHK,1125.0,2.0,2.0,44.5,2,3955.5555555555557
7465,7531,other,2 BHK,700.0,2.0,1.0,29.0,2,4142.857142857143
7466,7532,BTM Layout,3 BHK,1300.0,2.0,1.0,75.0,3,5769.2307692307695
7467,7533,JP Nagar,3 BHK,1600.0,3.0,2.0,83.0,3,5187.5
7468,7534,Magadi Road,3 BHK,1052.0,2.0,1.0,60.0,3,5703.42205323194
7469,7535,other,4 BHK,1140.0,3.0,1.0,145.0,4,12719.298245614034
7470,7536,Devarachikkanahalli,2 BHK,1130.0,2.0,2.0,36.0,2,3185.8407079646017
7471,7537,other,4 Bedroom,1140.0,3.0,2.0,225.0,4,19736.842105263157
7472,7538,BTM 2nd Stage,3 BHK,2200.0,3.0,3.0,220.0,3,10000.0
7473,7539,Electronic City,3 BHK,1500.0,2.0,1.0,63.0,3,4200.0
7474,7540,Old Madras Road,3 BHK,1350.0,3.0,1.0,47.25,3,3500.0
7475,7541,Gottigere,3 BHK,1230.0,2.0,2.0,52.0,3,4227.642276422765
7476,7542,Haralur Road,3 BHK,1520.0,2.0,2.0,85.0,3,5592.105263157895
7477,7543,Kanakpura Road,1 BHK,525.0,1.0,1.0,26.25,1,5000.0
7478,7544,Hosa Road,2 BHK,1040.0,2.0,1.0,61.0,2,5865.384615384615
7479,7545,other,3 BHK,1300.0,2.0,1.0,67.0,3,5153.846153846154
7480,7546,Old Airport Road,4 BHK,2690.0,4.0,3.0,201.0,4,7472.118959107806
7481,7547,Domlur,1 BHK,780.0,1.0,1.0,70.0,1,8974.358974358975
7482,7548,Panathur,2 BHK,1140.0,2.0,1.0,51.2,2,4491.228070175439
7483,7549,Chandapura,3 BHK,1225.0,3.0,1.0,33.08,3,2700.408163265306
7484,7550,Nagavarapalya,1 BHK,646.0,1.0,0.0,25.84,1,4000.0
7485,7551,Cox Town,3 BHK,1600.0,3.0,1.0,150.0,3,9375.0
7486,7552,Kadugodi,3 BHK,1890.0,4.0,3.0,125.0,3,6613.756613756614
7487,7553,Kadugodi,2 BHK,1050.0,2.0,1.0,34.0,2,3238.095238095238
7488,7554,other,6 Bedroom,1200.0,4.0,2.0,100.0,6,8333.333333333334
7489,7555,Whitefield,3 BHK,1458.0,2.0,2.0,62.0,3,4252.400548696845
7490,7556,other,5 Bedroom,1200.0,6.0,0.0,86.0,5,7166.666666666667
7491,7557,Green Glen Layout,3 BHK,1970.0,3.0,2.0,160.0,3,8121.827411167513
7492,7558,Whitefield,3 Bedroom,1808.0,4.0,0.0,80.0,3,4424.778761061947
7493,7559,Balagere,2 BHK,1007.0,2.0,1.0,67.0,2,6653.4260178748755
7494,7560,Doddathoguru,2 BHK,1105.0,2.0,1.0,50.0,2,4524.886877828054
7495,7561,Lakshminarayana Pura,3 BHK,1700.0,3.0,3.0,150.0,3,8823.529411764706
7496,7562,Raja Rajeshwari Nagar,2 BHK,1170.0,2.0,3.0,50.0,2,4273.504273504273
7497,7563,Chandapura,2 BHK,1080.0,2.0,3.0,45.0,2,4166.666666666667
7498,7564,Kaggalipura,3 BHK,1150.0,2.0,1.0,62.0,3,5391.304347826087
7499,7565,Ramamurthy Nagar,2 BHK,1200.0,2.0,1.0,57.9,2,4825.0
7500,7566,other,2 BHK,1200.0,2.0,1.0,54.0,2,4500.0
7501,7567,Kudlu Gate,3 BHK,1656.0,3.0,2.0,75.0,3,4528.985507246377
7502,7568,other,4 Bedroom,600.0,4.0,2.0,87.0,4,14500.0
7503,7569,KR Puram,2 BHK,1040.0,2.0,2.0,50.0,2,4807.692307692308
7504,7570,Hosur Road,2 BHK,1085.0,2.0,2.0,33.7,2,3105.9907834101386
7505,7571,other,3 BHK,1215.0,2.0,2.0,49.75,3,4094.650205761317
7506,7572,NRI Layout,4 Bedroom,2150.0,4.0,2.0,115.0,4,5348.837209302325
7507,7573,Hoodi,4 Bedroom,1100.0,4.0,1.0,120.0,4,10909.09090909091
7508,7574,Panathur,2 BHK,1210.0,2.0,1.0,77.0,2,6363.636363636364
7509,7575,other,2 BHK,1050.0,2.0,1.0,55.0,2,5238.0952380952385
7510,7576,other,3 Bedroom,600.0,3.0,1.0,70.0,3,11666.666666666666
7511,7577,Iblur Village,3 BHK,1920.0,3.0,2.0,150.0,3,7812.5
7512,7578,Uttarahalli,3 BHK,1250.0,2.0,1.0,50.0,3,4000.0
7513,7579,Mysore Road,2 BHK,947.55,2.0,1.0,80.0,2,8442.826236082528
7514,7580,Malleshpalya,2 BHK,1421.0,2.0,1.0,90.0,2,6333.56790992259
7515,7581,other,6 Bedroom,1050.0,4.0,2.0,155.0,6,14761.904761904761
7516,7582,Old Madras Road,3 BHK,1425.0,2.0,2.0,74.31,3,5214.736842105263
7517,7583,Budigere,2 BHK,1162.0,2.0,1.0,58.0,2,4991.394148020654
7518,7584,Whitefield,1 BHK,905.0,1.0,1.0,60.0,1,6629.834254143647
7519,7585,Sarjapur  Road,2 BHK,914.0,2.0,1.0,32.0,2,3501.09409190372
7520,7586,other,2 BHK,1258.0,2.0,0.0,58.0,2,4610.492845786964
7521,7587,CV Raman Nagar,4 Bedroom,1100.0,4.0,2.0,220.0,4,20000.0
7522,7588,Hormavu,4 Bedroom,3500.0,4.0,1.0,289.0,4,8257.142857142857
7523,7589,Poorna Pragna Layout,7 Bedroom,2400.0,6.0,2.0,450.0,7,18750.0
7524,7590,Ramagondanahalli,4 Bedroom,4200.0,4.0,2.0,800.0,4,19047.619047619046
7525,7591,Whitefield,3 BHK,1537.0,2.0,3.0,70.0,3,4554.326610279766
7526,7592,Chikkalasandra,3 BHK,1230.0,2.0,2.0,53.51,3,4350.40650406504
7527,7593,other,6 Bedroom,2400.0,5.0,2.0,300.0,6,12500.0
7528,7594,Malleshwaram,3 BHK,2250.0,3.0,1.0,200.0,3,8888.888888888889
7529,7595,Hosur Road,4 Bedroom,2000.0,4.0,1.0,69.0,4,3450.0
7530,7596,other,8 BHK,3000.0,4.0,3.0,130.0,8,4333.333333333333
7531,7597,Kumaraswami Layout,4 Bedroom,2600.0,4.0,0.0,325.0,4,12500.0
7532,7598,Indira Nagar,4 Bedroom,3200.0,3.0,2.0,250.0,4,7812.5
7533,7599,Anjanapura,2 BHK,950.0,2.0,0.0,32.0,2,3368.4210526315787
7534,7600,Marathahalli,4 BHK,4000.0,4.0,2.0,200.0,4,5000.0
7535,7601,Yelahanka,3 BHK,1282.0,2.0,1.0,48.72,3,3800.312012480499
7536,7602,Banashankari Stage III,2 BHK,1304.0,2.0,0.0,111.0,2,8512.269938650306
7537,7603,7th Phase JP Nagar,3 BHK,2100.0,3.0,2.0,200.0,3,9523.809523809523
7538,7604,Jakkur,3 BHK,1220.0,2.0,2.0,49.0,3,4016.3934426229507
7539,7605,Budigere,3 BHK,1636.0,3.0,2.0,85.0,3,5195.59902200489
7540,7606,7th Phase JP Nagar,3 BHK,1415.0,3.0,1.0,65.0,3,4593.639575971732
7541,7608,Green Glen Layout,3 BHK,1728.0,3.0,2.0,125.0,3,7233.7962962962965
7542,7609,7th Phase JP Nagar,3 BHK,1680.0,3.0,3.0,125.0,3,7440.476190476191
7543,7610,other,2 BHK,1235.0,2.0,1.0,140.0,2,11336.032388663967
7544,7611,Yelachenahalli,4 Bedroom,900.0,2.0,1.0,115.0,4,12777.777777777777
7545,7612,Yelahanka,4 Bedroom,3990.0,4.0,1.0,260.0,4,6516.290726817043
7546,7613,Kasavanhalli,2 BHK,1495.0,2.0,2.0,83.0,2,5551.8394648829435
7547,7614,Hennur Road,5 Bedroom,1500.0,5.0,1.0,175.0,5,11666.666666666666
7548,7615,Yeshwanthpur,3 BHK,2501.0,3.0,3.0,138.0,3,5517.792882846861
7549,7616,Kanakpura Road,1 BHK,381.0,1.0,0.0,28.0,1,7349.081364829396
7550,7617,other,4 BHK,3301.8,5.0,2.0,570.0,4,17263.310921315646
7551,7618,Hennur Road,3 BHK,2002.0,3.0,2.0,120.0,3,5994.005994005994
7552,7619,other,3 Bedroom,3200.0,3.0,0.0,260.0,3,8125.0
7553,7620,Banjara Layout,2 Bedroom,1200.0,2.0,2.0,70.0,2,5833.333333333333
7554,7621,Sarjapur  Road,4 Bedroom,1500.0,3.0,0.0,235.0,4,15666.666666666666
7555,7622,Bommasandra,3 Bedroom,1942.0,3.0,2.0,90.0,3,4634.3975283213185
7556,7624,other,1 Bedroom,660.0,1.0,0.0,95.0,1,14393.939393939394
7557,7625,Banashankari Stage III,4 Bedroom,1200.0,6.0,2.0,170.0,4,14166.666666666666
7558,7626,other,3 BHK,1450.0,3.0,2.0,90.0,3,6206.896551724138
7559,7627,Electronic City,2 BHK,1039.0,2.0,1.0,50.0,2,4812.319538017325
7560,7628,Old Madras Road,2 BHK,1210.0,2.0,1.0,80.0,2,6611.570247933884
7561,7629,Attibele,2 BHK,995.0,1.0,1.0,24.88,2,2500.502512562814
7562,7630,Yelahanka,3 BHK,1620.0,3.0,2.0,90.0,3,5555.555555555556
7563,7631,Choodasandra,3 Bedroom,3204.0,4.0,3.0,395.0,3,12328.339575530586
7564,7632,Hebbal Kempapura,3 BHK,3408.0,3.0,3.0,260.0,3,7629.107981220657
7565,7633,Marathahalli,2 BHK,1314.0,2.0,3.0,55.0,2,4185.692541856925
7566,7634,Bisuvanahalli,2 BHK,945.0,2.0,1.0,33.0,2,3492.063492063492
7567,7635,Nehru Nagar,3 BHK,1374.0,3.0,2.0,72.0,3,5240.174672489083
7568,7636,Kanakpura Road,3 BHK,1603.0,3.0,3.0,113.0,3,7049.282595134124
7569,7637,Kengeri,3 BHK,1230.0,2.0,2.0,52.0,3,4227.642276422765
7570,7638,Basavangudi,1 RK,670.0,1.0,1.0,50.0,1,7462.686567164179
7571,7639,Sarjapur  Road,4 BHK,1864.0,3.0,2.0,105.0,4,5633.0472103004295
7572,7640,Hosa Road,3 Bedroom,2500.0,3.0,2.0,100.0,3,4000.0
7573,7641,Raja Rajeshwari Nagar,3 BHK,1625.0,2.0,2.0,54.0,3,3323.076923076923
7574,7642,Whitefield,2 BHK,1186.0,2.0,3.0,55.0,2,4637.43676222597
7575,7643,KR Puram,8 Bedroom,1500.0,7.0,2.0,382.0,8,25466.666666666668
7576,7644,Electronic City,2 BHK,770.0,1.0,1.0,39.9,2,5181.818181818182
7577,7645,Varthur,2 BHK,1085.0,2.0,1.0,45.0,2,4147.465437788019
7578,7646,other,4 BHK,3754.0,6.0,2.0,480.0,4,12786.361214704315
7579,7647,other,3 BHK,1893.0,3.0,2.0,115.0,3,6075.0132065504495
7580,7648,other,4 Bedroom,600.0,3.0,2.0,65.0,4,10833.333333333334
7581,7649,Kundalahalli,3 BHK,1496.0,2.0,3.0,78.0,3,5213.903743315508
7582,7650,Chandapura,3 BHK,1305.0,3.0,1.0,33.28,3,2550.191570881226
7583,7651,Electronics City Phase 1,3 BHK,1550.0,2.0,2.0,82.0,3,5290.322580645161
7584,7652,Marathahalli,3 BHK,1200.0,2.0,1.0,58.17,3,4847.5
7585,7653,Badavala Nagar,3 BHK,1494.0,2.0,2.0,94.55,3,6328.647925033467
7586,7654,Electronic City Phase II,2 BHK,1286.0,2.0,2.0,69.0,2,5365.47433903577
7587,7655,other,3 Bedroom,600.0,4.0,1.0,100.0,3,16666.666666666668
7588,7656,Hebbal,3 BHK,1860.0,3.0,2.0,95.0,3,5107.5268817204305
7589,7657,other,1 BHK,425.0,1.0,1.0,750.0,1,176470.58823529413
7590,7658,Haralur Road,2 BHK,1243.0,2.0,2.0,45.0,2,3620.2735317779566
7591,7659,Brookefield,2 BHK,1200.0,2.0,2.0,75.0,2,6250.0
7592,7660,Sarjapur,2 BHK,1044.0,2.0,2.0,32.0,2,3065.1340996168583
7593,7661,7th Phase JP Nagar,2 BHK,1040.0,2.0,1.0,41.59,2,3999.038461538462
7594,7662,8th Phase JP Nagar,2 BHK,1125.0,2.0,2.0,36.94,2,3283.5555555555557
7595,7663,Cunningham Road,3 BHK,3489.0,3.0,1.0,662.0,3,18973.91802808828
7596,7664,Subramanyapura,3 BHK,1278.0,2.0,2.0,59.0,3,4616.588419405321
7597,7665,other,6 BHK,2400.0,6.0,2.0,98.0,6,4083.3333333333335
7598,7666,other,2 BHK,1250.0,2.0,1.0,43.0,2,3440.0
7599,7667,Vijayanagar,5 Bedroom,2400.0,6.0,3.0,125.0,5,5208.333333333333
7600,7668,KR Puram,5 Bedroom,4166.0,5.0,2.0,560.0,5,13442.150744119059
7601,7669,Lakshminarayana Pura,2 BHK,1210.0,2.0,2.0,75.0,2,6198.347107438017
7602,7670,8th Phase JP Nagar,4 BHK,1200.0,3.0,2.0,110.0,4,9166.666666666666
7603,7671,Sarjapur  Road,3 BHK,1157.0,2.0,1.0,57.84,3,4999.1356957649095
7604,7672,Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,1.0,51.15,2,4316.455696202532
7605,7673,Kalena Agrahara,3 BHK,1450.0,3.0,3.0,100.0,3,6896.551724137931
7606,7674,Old Madras Road,3 BHK,1859.0,3.0,2.0,121.0,3,6508.87573964497
7607,7675,Rajaji Nagar,2 BHK,1763.0,3.0,2.0,262.0,2,14861.032331253546
7608,7676,Attibele,2 BHK,900.0,1.0,1.0,25.0,2,2777.777777777778
7609,7677,Ramamurthy Nagar,3 BHK,1305.0,3.0,1.0,60.0,3,4597.701149425287
7610,7678,other,3 BHK,1200.0,2.0,2.0,100.0,3,8333.333333333334
7611,7679,Thanisandra,1 BHK,784.0,1.0,0.0,35.285,1,4500.6377551020405
7612,7681,Sarjapur  Road,2 BHK,1150.0,2.0,0.0,36.8,2,3199.9999999999995
7613,7682,Whitefield,3 BHK,1806.0,3.0,3.0,85.0,3,4706.5337763012185
7614,7683,Kudlu,2 BHK,1027.0,2.0,2.0,42.0,2,4089.581304771178
7615,7684,Uttarahalli,2 BHK,1002.0,2.0,1.0,40.08,2,4000.0
7616,7685,Electronic City Phase II,3 BHK,1220.0,2.0,1.0,36.21,3,2968.032786885246
7617,7686,Whitefield,2 BHK,1109.0,2.0,1.0,35.22,2,3175.834084761046
7618,7687,Uttarahalli,2 BHK,1002.0,2.0,1.0,40.08,2,4000.0
7619,7688,Narayanapura,2 BHK,1308.0,2.0,1.0,89.04,2,6807.339449541284
7620,7689,Hennur Road,2 BHK,1232.0,2.0,1.0,69.6,2,5649.350649350648
7621,7690,Haralur Road,2 BHK,1027.0,2.0,2.0,44.0,2,4284.323271665044
7622,7691,Kalyan nagar,2 BHK,1250.0,2.0,2.0,65.0,2,5200.0
7623,7692,other,6 Bedroom,900.0,6.0,3.0,170.0,6,18888.88888888889
7624,7693,KR Puram,4 Bedroom,960.0,4.0,2.0,80.0,4,8333.333333333334
7625,7694,Raja Rajeshwari Nagar,2 BHK,1255.0,2.0,1.0,53.87,2,4292.4302788844625
7626,7695,Akshaya Nagar,3 BHK,1434.0,3.0,3.0,84.0,3,5857.740585774059
7627,7696,Doddathoguru,2 BHK,925.0,2.0,2.0,30.0,2,3243.2432432432433
7628,7697,Jakkur,3 BHK,1858.0,3.0,1.0,123.0,3,6620.021528525296
7629,7698,other,2 BHK,1205.0,2.0,1.0,70.0,2,5809.128630705394
7630,7699,other,3 Bedroom,1500.0,3.0,2.0,90.0,3,6000.0
7631,7700,other,3 Bedroom,1200.0,3.0,2.0,200.0,3,16666.666666666668
7632,7701,Mysore Road,2 BHK,1020.0,2.0,2.0,48.95,2,4799.019607843137
7633,7702,Thanisandra,2 BHK,965.0,2.0,1.0,56.0,2,5803.108808290155
7634,7703,7th Phase JP Nagar,5 Bedroom,1800.0,6.0,3.0,270.0,5,15000.0
7635,7704,other,6 Bedroom,1200.0,4.0,2.0,90.0,6,7500.0
7636,7705,Battarahalli,2 BHK,1636.0,2.0,2.0,82.89,2,5066.6259168704155
7637,7706,Kundalahalli,3 BHK,1724.0,3.0,1.0,125.0,3,7250.580046403712
7638,7707,Whitefield,2 BHK,1216.0,2.0,1.0,67.0,2,5509.868421052632
7639,7708,Yelahanka,1 BHK,654.0,1.0,1.0,36.25,1,5542.813455657492
7640,7709,Chikkabanavar,4 Bedroom,2460.0,7.0,2.0,80.0,4,3252.032520325203
7641,7710,other,2 BHK,1190.0,2.0,2.0,41.0,2,3445.378151260504
7642,7711,other,7 Bedroom,1200.0,5.0,2.0,180.0,7,15000.0
7643,7712,Budigere,3 BHK,1636.0,3.0,2.0,92.0,3,5623.471882640587
7644,7713,Hennur Road,2 BHK,1195.0,2.0,2.0,73.0,2,6108.786610878661
7645,7714,Nagavara,3 BHK,2400.0,3.0,3.0,251.0,3,10458.333333333334
7646,7715,other,2 BHK,1250.0,2.0,1.0,67.0,2,5360.0
7647,7716,Whitefield,3 BHK,1452.0,3.0,2.0,90.0,3,6198.347107438017
7648,7717,Thanisandra,3 BHK,1546.0,3.0,1.0,95.0,3,6144.890038809832
7649,7718,Sarjapur  Road,4 Bedroom,3385.5,6.0,0.0,142.0,4,4194.358292718948
